cat1,cat2,name,raised,desc,ticker,start,end,www
Platform,,ping chain,,"A fundamental gap in technology has finally been solved on the Ethereum Blockchain as reliable scheduling of smart contracts has become a reality. DApp City announced the successful launch of Ping Chain (www.pingchain.co) to provide Smart Contract Execution as a Service. Ping Chain offers blockchain developers a variety of events that can be monitored and used as triggers for remote execution. The core event type - time intervals - is live today on the Ethereum main net and Ropsten test net. The time interval event type allows developers to execute their smart contracts code on a regular interval, such as every minute or every day.",PNG,1st Mar 2018,31st Mar 2018,https://www.pingchain.co/?utm_source=ico.tokens-economy.com,USA,
Platform,,ruscoin,,"RusCoin is a fintech project aimed at investing assets raised through ICO in various business projects in Russia and worldwide as promoted by Russian founders with an Internal Rate of Return of more than 35%. Our primary investment target is a blocking stake in Moscow Exchange (PJSC). This asset is hugely undervalued, and our goal is to introduce blockchain companies and crypto-assets to this legitimate exchange. Buyers of RusCoin tokens become co-owners of existing and profitable businesses and/or readily obtainable assets, while the blockchain technology ensures complete transparency and traceability of all our transactions and investment projects run by RusCoin project team. The smart contract mechanism is one of the tools to ensure such transparency.",RSC,1st Oct 2017,1st May 2019,https://ruscoin.io/?utm_source=ico.tokens-economy.com,Russia,
Platform,,swiss alps mining,10.529563,"We are connecting the world of blockchain with the Swiss mountains. We offer environmentally friendly mining in unused buildings in the Swiss alps, reducing power consumption by up to 50% thanks to natural climate conditions and an ORC power recovery system.",SAM,1st Oct 2018,29th Oct 2018,https://swissalpsmining.io/en/home?utm_source=ico.tokens-economy.com,Switzerland,
Real estate,,realtyreturns,,"RealtyReturns has built a decentralized compliance protocol creating an industry standard for how asset-backed tokens are issued and traded on the blockchain. The Returns Token is an open-source ERC-20 token on the Ethereum blockchain that will be secured and backed by physical, income generating real estate properties. This creates a liquid real estate marketplace for global investors, providing a secure alternative to the volatility of the crypto markets.",RRT Token,2nd Nov 2018,28th Apr 2019,https://realtyreturns.io?utm_source=ico.tokens-economy.com,Singapore,
Retail,,bonafi,,"Authenticating the Supply Chain Using Blockchain Technology. By integrating the Crypto-Tag™ and Mobile Application with Blockchain technology, we are empowering Brands, Retailers, and Consumers the ability to fight against counterfeit products.",BONA,5th Nov 2018,23rd Dec 2018,https://www.bonafi.io?utm_source=ico.tokens-economy.com,USA,
Smart Contract,,gigzi,6.743781,"Gigzi is a financial system that addresses three principal challenges of cryptocurrency: hyper-volatility, account vulnerability and wealth diminishment. By harnessing the relative constancy of precious metals, Gigzi protects users against the unpredictability of market fluctuations. Introducing a reliable standard of measure, enabling commerce in tokenised precious metals. Gigzi utilises impenetrable iris recognition technology for account access control, through an exclusive partnership with the world leading biometric security company. Gigzi will enable users to protect private keys and instead gain access with the unique configuration of their iris. By backing crypto-assets with pure, unfabricated precious metals that are redeemable on demand. Metal is sourced exclusively from a world-renowned mint with all investments guaranteed under law. Gigzi prevents wealth diminishment.",GZB,23rd Nov 2018,31st Mar 2019,https://gigzi.com?utm_source=ico.tokens-economy.com,UK,
Smart Contract,,letsbet,0.833485,"LetsBet represents a new type of software platforms: is a truly decentralized application (DAPP), running on the Ethereum blockchain. This means it can be downloaded and played from anywhere in the world without having a corporation behind it to run the service! You can even run the entire platform on your own machine, just by being connected to the Ethereum Blockchain. A centralized server is no longer needed. There is no need to pay any bookmaker or trust the casino management… the games on the LetsBet platform run autonomous on a software architecture which is entirely transparent, every interested party can view the code. Should our website www.letsbet.io be down - for example because some hackers or some law enforcement agencies blocking the domain - you can keep playing on it and your funds are safe from hackers or the authorities. Your identity, your data and our platform are protected. Since there is no LetsBet database which holds information on players, there is no way to track who is doing what and we store nothing besides the data of the bets and prices. After its launch LetsBet doesn’t depend on any human involvement at all to run. It will run as planned since code is law in our smart contract powered application. In essence, LetsBet is a blockchain based, decentralized P2P betting exchange. It is a automated match-making platform, where people could challenge each other, for example to bet on the results of games, to predict the correct scores or prices of stocks, currencies or any other asset you can imagine… As the entire booking process is run by smart contracts, there are little to no maintenance and operation costs. There is no need for service personal reviewing players accounts, asking for identity, KYC or any other personal details. There is no connection to your bank account or credit card. Our virtual robots, smart contracts written in the solidity programming language on the Ethereum blockchain, processes all required tasks.",XBET,7th Jul 2018,31st Aug 2018,https://www.letsbet.io/?utm_source=ico.tokens-economy.com,Germany,
Smart Contract,,monetizr,0.7,"Monetizr (Techstars) is the go-to platform for in-game economies. The Monetizr game reward engine integrates directly with games and reward gamers with MTZ tokens for their time and skill. The Monetirzr rewards increase play time and engagement, therefore increasing game developer in-app purchase and advertising revenue. Gamers use MTZ tokens in any participating game to purchase in-game items or physical game-related merchandise.",MTZ,25th Aug 2018,25th Sep 2018,https://www.monetizr.io/?utm_source=ico.tokens-economy.com,USA,
Smart Contract,,pokersports,0.5,"PokerSports is a platform that offers a variety of different fantasy sports games that are tailored to each one of our user's personal interests. Our games require skill, strategy and social interaction to give our users an experience never seen before in this industry. Through the integration of the iGaming and eSports markets, we are looking to revolutionize the way fantasy sports are played today. With the introduction of the PokerSports Token (XPST), PokerSports users from all over the world will be able to use a unique decentralized digital currency to play all available games, making for quick and easy transactions under a trustless system.",XPST,24th Mar 2018,21st May 2018,https://www.pokersports.io/?utm_source=ico.tokens-economy.com,USA,
Smart Contract,,tzero,134.0,"Our platform integrates cryptographically secure distributed ledgers with existing market processes to reduce settlement time and costs, increase transparency, efficiency and auditability.",TZRO,9th Jun 2018,9th Aug 2018,https://www.tzero.com/?utm_source=ico.tokens-economy.com,USA,
